full_name,rank,type,abbr
Oral and Maxillofacial Surgery-Heidelberg,4,CAS,
ORAL DISEASES,3,CAS,
Oral Health & Preventive Dentistry,4,CAS,
Oral History Review,2,CAS,
ORAL ONCOLOGY,2,CAS,
Oral Radiology,4,CAS,
Oral Science International,4,CAS,
Oral Surgery Oral Medicine Oral Pathology Oral Radiology,4,CAS,
ORBIS LITTERARUM,3,CAS,
Orbis Tertius,4,CAS,
Orbit-The International Journal on Orbital Disorders-Oculoplastic and Lacrimal Surgery,4,CAS,
Orbital-The Electronic Journal of Chemistry,4,CAS,
ORDER-A JOURNAL ON THE THEORY OF ORDERED SETS AND ITS APPLICATIONS,3,CAS,
ORE GEOLOGY REVIEWS,2,CAS,
OREGON HISTORICAL QUARTERLY,4,CAS,
ORGANIC & BIOMOLECULAR CHEMISTRY,3,CAS,
Organic Agriculture,4,CAS,
Organic Chemistry Frontiers,2,CAS,
Organic Communications,4,CAS,
ORGANIC ELECTRONICS,4,CAS,
ORGANIC GEOCHEMISTRY,3,CAS,
ORGANIC LETTERS,1,CAS,
ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,4,CAS,
ORGANIC PROCESS RESEARCH & DEVELOPMENT,3,CAS,
ORGANIC SYNTHESES,4,CAS,
Organics,4,CAS,
Organisational and Social Dynamics,4,CAS,
Organised Sound,3,CAS,
ORGANISMS DIVERSITY & EVOLUTION,2,CAS,
Organizacija,4,CAS,
ORGANIZATION & ENVIRONMENT,3,CAS,
ORGANIZATION SCIENCE,2,CAS,
ORGANIZATION STUDIES,1,CAS,
Organization Technology and Management in Construction,4,CAS,
ORGANIZATION,3,CAS,
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,2,CAS,
ORGANIZATIONAL DYNAMICS,4,CAS,
Organizational Psychology Review,3,CAS,
ORGANIZATIONAL RESEARCH METHODS,1,CAS,
Organizations and Markets in Emerging Economies,4,CAS,
Organizatsionnaya Psikologiya,4,CAS,
Organogenesis,4,CAS,
ORGANOMETALLICS,3,CAS,
Organon F,4,CAS,
Oriens,2,CAS,
ORIENTAL INSECTS,4,CAS,
Oriental Journal of Chemistry,4,CAS,
Origini,4,CAS,
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,4,CAS,
ORL-Journal for Oto-Rhino-Laryngology Head and Neck Surgery,4,CAS,
Ornamental Horticulture-Revista Brasileira de Horticultura Ornamental,4,CAS,
ORNIS FENNICA,4,CAS,
ORNIS HUNGARICA,4,CAS,
Ornithological Applications,2,CAS,
ORNITHOLOGICAL SCIENCE,4,CAS,
Ornithology Research,4,CAS,
Ornithology,3,CAS,
ORNITOLOGIA NEOTROPICAL,4,CAS,
Orphanet Journal of Rare Diseases,2,CAS,
Orthodontics & Craniofacial Research,3,CAS,
Orthopadie,4,CAS,
Orthopaedic Journal of Sports Medicine,3,CAS,
Orthopaedic Nursing,4,CAS,
Orthopaedic Surgery,4,CAS,
Orthopaedics & Traumatology-Surgery & Research,2,CAS,
ORTHOPEDIC CLINICS OF NORTH AMERICA,4,CAS,
Orthopedic Research and Reviews,4,CAS,
Orthopedic Reviews,4,CAS,
ORTHOPEDICS,4,CAS,
ORVOSI HETILAP,4,CAS,
ORYX,3,CAS,
OSAKA JOURNAL OF MATHEMATICS,4,CAS,
OSGOODE HALL LAW JOURNAL,3,CAS,
OSIRIS,2,CAS,
Osmanli Arastirmalari-The Journal of Ottoman Studies,4,CAS,
Osong Public Health and Research Perspectives,4,CAS,
Osteoarthritis and Cartilage,1,CAS,
Osteologie,4,CAS,
Osteoporosis and Sarcopenia,4,CAS,
OSTEOPOROSIS INTERNATIONAL,2,CAS,
Osterreichische Zeitschrift fuer Soziologie,4,CAS,
OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE,4,CAS,
Osterreichisches Religionspadagogisches Forum,4,CAS,
OSTEUROPA,4,CAS,
OSTRICH,4,CAS,
OTJR-Occupational Therapy Journal of Research,4,CAS,
OTO Open,3,CAS,
OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA,4,CAS,
Otolaryngology Case Reports,4,CAS,
OTOLARYNGOLOGY-HEAD AND NECK SURGERY,3,CAS,
OTOLOGY & NEUROTOLOGY,3,CAS,
Otoritas-Jurnal Ilmu Pemerintahan,4,CAS,
OUD HOLLAND,2,CAS,
OUTLOOK ON AGRICULTURE,2,CAS,
OVERLAND,4,CAS,
Ovidius University Annals of Chemistry,4,CAS,
OXFORD ART JOURNAL,3,CAS,
OXFORD BULLETIN OF ECONOMICS AND STATISTICS,4,CAS,
Oxford Development Studies,3,CAS,
OXFORD ECONOMIC PAPERS-NEW SERIES,4,CAS,
OXFORD GERMAN STUDIES,4,CAS,
Oxford Journal of Archaeology,2,CAS,
Oxford Journal of Law and Religion,3,CAS,
Oxford Journal of Legal Studies,2,CAS,
OXFORD LITERARY REVIEW,4,CAS,
Oxford Medical Case Reports,4,CAS,
Oxford Open Materials Science,4,CAS,
OXFORD REVIEW OF ECONOMIC POLICY,3,CAS,
OXFORD REVIEW OF EDUCATION,3,CAS,
OZONE-SCIENCE & ENGINEERING,4,CAS,
P-Adic Numbers Ultrametric Analysis and Applications,4,CAS,
PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,4,CAS,
PACHYDERM,4,CAS,
Pacific Accounting Review,4,CAS,
PACIFIC AFFAIRS,4,CAS,
Pacific Asia Journal of the Association for Information Systems,4,CAS,
Pacific Business Review International,4,CAS,
PACIFIC CONSERVATION BIOLOGY,4,CAS,
Pacific Economic Review,4,CAS,
Pacific Focus,4,CAS,
PACIFIC HISTORICAL REVIEW,3,CAS,
PACIFIC JOURNAL OF MATHEMATICS,3,CAS,
Pacific Journal of Optimization,4,CAS,
Pacific Journalism Review,3,CAS,
PACIFIC NORTHWEST QUARTERLY,4,CAS,
PACIFIC PHILOSOPHICAL QUARTERLY,2,CAS,
PACIFIC REVIEW,2,CAS,
Pacific Rim International Journal of Nursing Research,4,CAS,
PACIFIC SCIENCE,4,CAS,
Pacific-Basin Finance Journal,2,CAS,
PACKAGING TECHNOLOGY AND SCIENCE,3,CAS,
Paddy and Water Environment,4,CAS,
PAEDAGOGICA HISTORICA,4,CAS,
PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,2,CAS,
Paediatric Respiratory Reviews,3,CAS,
Paediatrica Indonesiana,4,CAS,
Paediatrics & Child Health,4,CAS,
Paediatrics and International Child Health,4,CAS,
PAEDIATRIE UND PAEDOLOGIE,4,CAS,
Paginas de Educacion,4,CAS,
Paideusis-The Journal of the Canadian Philosophy of Education Society,4,CAS,
Pain and Therapy,2,CAS,
Pain Management Nursing,4,CAS,
Pain Management,4,CAS,
PAIN MEDICINE,3,CAS,
Pain Physician,3,CAS,
Pain Practice,3,CAS,
Pain Reports,3,CAS,
Pain Research & Management,3,CAS,
PAIN,1,CAS,
PAJ-A JOURNAL OF PERFORMANCE AND ART,4,CAS,
Pakistan Heart Journal,4,CAS,
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,4,CAS,
Pakistan Journal of Analytical & Environmental Chemistry,4,CAS,
PAKISTAN JOURNAL OF BOTANY,4,CAS,
Pakistan Journal of Medical Sciences,4,CAS,
Pakistan Journal of Pharmaceutical Sciences,4,CAS,
Pakistan Journal of Statistics and Operation Research,4,CAS,
PAKISTAN VETERINARY JOURNAL,2,CAS,
Palabra Clave,4,CAS,
Palabra,4,CAS,
Palaeobiodiversity and Palaeoenvironments,4,CAS,
Palaeobulgarica-Starobalgaristika,4,CAS,
Palaeoentomology,3,CAS,
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2,CAS,
Palaeohispanica-Revista sobre Lenguas y Culturas de la Hispania Antigua,4,CAS,
PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,3,CAS,
Palaeontographica Abteilung B-Palaeophytologie Palaeobotany-Palaeophytology,4,CAS,
PALAEONTOLOGIA ELECTRONICA,4,CAS,
PALAEONTOLOGY,2,CAS,
Palaeoworld,3,CAS,
Palaestra,4,CAS,
PALAIOS,4,CAS,
Palawan Scientist,4,CAS,
PaleoAmerica,2,CAS,
PALEOBIOLOGY,2,CAS,
Paleoceanography and Paleoclimatology,2,CAS,
PALEONTOLOGICAL JOURNAL,4,CAS,
PALEONTOLOGICAL RESEARCH,4,CAS,
Palestine Exploration Quarterly,2,CAS,
Palimpsest-A Journal on Women Gender and the Black International,4,CAS,
Palliative & Supportive Care,4,CAS,
Palliative Care & Social Practice,3,CAS,
Palliative Medicine Reports,4,CAS,
PALLIATIVE MEDICINE,2,CAS,
PALYNOLOGY,4,CAS,
PalZ,3,CAS,
Pamatky Archeologicke,4,CAS,
Pamiec i Sprawiedliwosc,4,CAS,
PAMIETNIK LITERACKI,4,CAS,
Pampa,4,CAS,
Pamukkale Universitesi Egitim Fakultesi Dergisi-Pamukkale University Journal of Education,4,CAS,
Pamukkale University Journal of Engineering Sciences-Pamukkale Universitesi Muhendislik Bilimleri Dergisi,4,CAS,
Pan African Medical Journal,4,CAS,
PAN-PACIFIC ENTOMOLOGIST,4,CAS,
Panacea-Boletin de Medicina y Traduccion,4,CAS,
PANCREAS,4,CAS,
Pancreatology,2,CAS,
PANMINERVA MEDICA,4,CAS,
Panoeconomicus,4,CAS,
Panorama,4,CAS,
Panta Rei-Digital Journal of History and Didactics of History,4,CAS,
Papeles de Europa,4,CAS,
Papeles de Poblacion,4,CAS,
Papeles de Trabajo,4,CAS,
Papeles del CEIC-International Journal on Collective Identity Research,4,CAS,
Papeles del Psicologo,4,CAS,
Papers from the Institute of Archaeology,3,CAS,
Papers in Palaeontology,2,CAS,
Papers in Physics,4,CAS,
PAPERS IN REGIONAL SCIENCE,3,CAS,
PAPERS OF THE BIBLIOGRAPHICAL SOCIETY OF AMERICA,3,CAS,
Papers of the British School at Rome,3,CAS,
Papers on Social Representations,4,CAS,
Papers-Revista de Sociologia,4,CAS,
PARABOLA,4,CAS,
PARAGRAPH,3,CAS,
Parallax,4,CAS,
PARALLEL COMPUTING,3,CAS,
Parallel Processing Letters,4,CAS,
Parasite Epidemiology and Control,3,CAS,
PARASITE IMMUNOLOGY,4,CAS,
Parasite,3,CAS,
Parasites & Vectors,2,CAS,
Parasites Hosts and Diseases,4,CAS,
Parasitologists United Journal,4,CAS,
PARASITOLOGY INTERNATIONAL,4,CAS,
PARASITOLOGY RESEARCH,4,CAS,
PARASITOLOGY,3,CAS,
Parenting-Science and Practice,3,CAS,
PARERGON,4,CAS,
PARIS REVIEW,4,CAS,
PARKINSONISM & RELATED DISORDERS,3,CAS,
Parkinsons Disease,4,CAS,
PARLIAMENTARY AFFAIRS,3,CAS,
Parliamentary History,4,CAS,
Parole Rubate-Rivista Internazionale di Studi Sulla Citazione,4,CAS,
Partecipazione e Conflitto,4,CAS,
Partial Answers-Journal of Literature and the History of Ideas,3,CAS,
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,4,CAS,
Particle and Fibre Toxicology,1,CAS,
Particles,3,CAS,
PARTICULATE SCIENCE AND TECHNOLOGY,4,CAS,
Particuology,3,CAS,
Partner Abuse,4,CAS,
PARTY POLITICS,2,CAS,
Pasado y Memoria-Revista de Historia Contemporanea,4,CAS,
Pasavento-Revista de Estudios Hispanicos,3,CAS,
Pasos-Revista de Turismo y Patrimonio Cultural,4,CAS,
Passagens-International Review of Political History and Legal Culture,4,CAS,
PAST & PRESENT,1,CAS,
Pastoral Care in Education,4,CAS,
Pastoral Psychology,4,CAS,
Pastoralism-Research Policy and Practice,3,CAS,
PATHOBIOLOGY,3,CAS,
Pathogens and Disease,4,CAS,
Pathogens and Global Health,4,CAS,
Pathogens,3,CAS,
Pathologia,4,CAS,
PATHOLOGICA,4,CAS,
Pathologie,4,CAS,
PATHOLOGY & ONCOLOGY RESEARCH,4,CAS,
Pathology and Laboratory Medicine International,4,CAS,
PATHOLOGY INTERNATIONAL,4,CAS,
PATHOLOGY RESEARCH AND PRACTICE,4,CAS,
PATHOLOGY,3,CAS,
PATHOPHYSIOLOGY,4,CAS,
PATIENT EDUCATION AND COUNSELING,3,CAS,
Patient Preference and Adherence,3,CAS,
Patient Safety in Surgery,3,CAS,
Patient-Patient Centered Outcomes Research,3,CAS,
Patient-Related Outcome Measures,4,CAS,
Patrimonio e Memoria,4,CAS,
PATTERN ANALYSIS AND APPLICATIONS,4,CAS,
PATTERN RECOGNITION AND IMAGE ANALYSIS,4,CAS,
PATTERN RECOGNITION LETTERS,3,CAS,
PATTERN RECOGNITION,1,CAS,
PATTERNS OF PREJUDICE,4,CAS,
Patterns,2,CAS,
PCI JOURNAL,4,CAS,
Peace and Conflict-Journal of Peace Psychology,4,CAS,
Peace Economics Peace Science and Public Policy,3,CAS,
Peace Review-A Journal of Social Justice,4,CAS,
Peacebuilding,2,CAS,
Pedagogia Social Revista Interuniversitaria,4,CAS,
Pedagogies,4,CAS,
Pedagogika-Pedagogy,4,CAS,
Pedagogische Studien,4,CAS,
Pedagogy Culture and Society,3,CAS,
Pedagogy in Health Promotion,4,CAS,
Pedagogy of Physical Culture and Sports,4,CAS,
Pediatria i Medycyna Rodzinna-Paediatrics and Family Medicine,4,CAS,
Pediatria-Asuncion,4,CAS,
PEDIATRIC ALLERGY AND IMMUNOLOGY,2,CAS,
Pediatric Allergy Immunology and Pulmonology,4,CAS,
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,4,CAS,
Pediatric Anesthesia and Critical Care Journal,4,CAS,
PEDIATRIC ANESTHESIA,4,CAS,
PEDIATRIC ANNALS,4,CAS,
PEDIATRIC BLOOD & CANCER,3,CAS,
PEDIATRIC CARDIOLOGY,4,CAS,
PEDIATRIC CLINICS OF NORTH AMERICA,4,CAS,
Pediatric Critical Care Medicine,2,CAS,
Pediatric Dental Journal,4,CAS,
PEDIATRIC DENTISTRY,3,CAS,
PEDIATRIC DERMATOLOGY,4,CAS,
PEDIATRIC DIABETES,2,CAS,
PEDIATRIC DRUGS,3,CAS,
PEDIATRIC EMERGENCY CARE,4,CAS,
PEDIATRIC EXERCISE SCIENCE,4,CAS,
Pediatric Gastroenterology Hepatology & Nutrition,4,CAS,
Pediatric Health Medicine and Therapeutics,4,CAS,
PEDIATRIC HEMATOLOGY AND ONCOLOGY,4,CAS,
PEDIATRIC INFECTIOUS DISEASE JOURNAL,4,CAS,
Pediatric Investigation,4,CAS,
PEDIATRIC NEPHROLOGY,3,CAS,
PEDIATRIC NEUROLOGY,3,CAS,
PEDIATRIC NEUROSURGERY,4,CAS,
Pediatric Obesity,3,CAS,
Pediatric Physical Therapy,4,CAS,
PEDIATRIC PULMONOLOGY,4,CAS,
Pediatric Quality & Safety,4,CAS,
PEDIATRIC RADIOLOGY,3,CAS,
Pediatric Reports,4,CAS,
PEDIATRIC RESEARCH,3,CAS,
Pediatric Rheumatology,3,CAS,
PEDIATRIC SURGERY INTERNATIONAL,3,CAS,
PEDIATRIC TRANSPLANTATION,4,CAS,
Pediatrics and Neonatology,3,CAS,
PEDIATRICS IN REVIEW,4,CAS,
PEDIATRICS INTERNATIONAL,4,CAS,
PEDIATRICS,2,CAS,
PEDOBIOLOGIA,3,CAS,
PEDOSPHERE,2,CAS,
Peer-to-Peer Networking and Applications,4,CAS,
PeerJ Computer Science,4,CAS,
PeerJ,3,CAS,
Pegem Egitim ve Ogretim Dergisi,4,CAS,
Pennsylvania History-A Journal of Mid-Atlantic Studies,4,CAS,
PENNSYLVANIA MAGAZINE OF HISTORY AND BIOGRAPHY,4,CAS,
Pensamiento al Margen,4,CAS,
PENSAMIENTO,4,CAS,
Pensando Psicologia,4,CAS,
Pensando-Revista de Filosofia,4,CAS,
Pensar en Movimiento-Revista de Ciencias del Ejercicio y la Salud,4,CAS,
PentecoStudies-An Interdisciplinary Journal for Research on the Pentecostal and Charismatic Movements,3,CAS,
People and Nature,2,CAS,
Peptide Science,4,CAS,
PEPTIDES,3,CAS,
Per Linguam-A Journal of Language Learning,4,CAS,
PERCEPTION,4,CAS,
PERCEPTUAL AND MOTOR SKILLS,4,CAS,
Perfiles Latinoamericanos,4,CAS,
Performance Enhancement & Health,2,CAS,
PERFORMANCE EVALUATION,4,CAS,
Performance Measurement and Metrics,4,CAS,
PERFORMANCE RESEARCH,4,CAS,
PERFUSION-UK,4,CAS,
Perichoresis,4,CAS,
Periferia,4,CAS,
Perifrasis-Revista de Literatura Teoria y Critica,4,CAS,
Perinola-Revista de Investigacion Quevediana,3,CAS,
Periodica Mathematica Hungarica,3,CAS,
PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING,4,CAS,
Periodica Polytechnica-Civil Engineering,4,CAS,
PERIODICA POLYTECHNICA-MECHANICAL ENGINEERING,4,CAS,
Periodico di Mineralogia,4,CAS,
Periodico Tche Quimica,4,CAS,
PERIODICUM BIOLOGORUM,4,CAS,
PERIODONTOLOGY 2000,1,CAS,
Perioperative Medicine,3,CAS,
PERIPLO SUSTENTABLE,4,CAS,
PERITONEAL DIALYSIS INTERNATIONAL,4,CAS,
PERMAFROST AND PERIGLACIAL PROCESSES,3,CAS,
Persian Journal of Acarology,4,CAS,
Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II,4,CAS,
Person-Centered and Experiential Psychotherapies,4,CAS,
PERSONAL RELATIONSHIPS,4,CAS,
PERSONALITY AND INDIVIDUAL DIFFERENCES,2,CAS,
Personality and Mental Health,3,CAS,
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,2,CAS,
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,1,CAS,
Personality Disorders-Theory Research and Treatment,2,CAS,
Personalized Medicine,4,CAS,
PERSONNEL PSYCHOLOGY,1,CAS,
PERSONNEL REVIEW,3,CAS,
PERSOONIA,1,CAS,
Perspectiva Educacional,4,CAS,
Perspectiva Geografica,4,CAS,
Perspectiva Teologica,3,CAS,
Perspectivas de la Comunicacion,4,CAS,
Perspectivas em Ciencia da Informacao,4,CAS,
Perspectivas em Dialogo-Revista de Educacao e Sociedade,4,CAS,
Perspective-Actualite en Histoire de L Art,3,CAS,
PERSPECTIVES IN BIOLOGY AND MEDICINE,4,CAS,
Perspectives in Ecology and Conservation,2,CAS,
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,2,CAS,
PERSPECTIVES IN PSYCHIATRIC CARE,4,CAS,
Perspectives in Public Health,4,CAS,
Perspectives Medievales-Revue d'epistemologie des Langues et Litteratures du Moyen Age,4,CAS,
Perspectives on Behavior Science,2,CAS,
Perspectives on Global Development and Technology,4,CAS,
Perspectives on Medical Education,1,CAS,
Perspectives on Politics,1,CAS,
Perspectives on Psychological Science,1,CAS,
Perspectives on Public Management and Governance,3,CAS,
Perspectives on Science and Christian Faith,4,CAS,
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,2,CAS,
Perspectives-Studies in Translation Theory and Practice,2,CAS,
Pertanika Journal of Science and Technology,4,CAS,
Pertanika Journal of Social Science and Humanities,4,CAS,
PERTANIKA JOURNAL OF TROPICAL AGRICULTURAL SCIENCE,4,CAS,
Pervasive and Mobile Computing,3,CAS,
PESQUISA AGROPECUARIA BRASILEIRA,4,CAS,
Pesquisa Agropecuaria Tropical,4,CAS,
Pesquisa Brasileira em Odontopediatria e Clinica Integrada,4,CAS,
PESQUISA VETERINARIA BRASILEIRA,4,CAS,
PEST MANAGEMENT SCIENCE,1,CAS,
Pesticide Biochemistry and Physiology,1,CAS,
PET Clinics,4,CAS,
PETROLEUM CHEMISTRY,4,CAS,
Petroleum Exploration and Development,1,CAS,
PETROLEUM GEOSCIENCE,4,CAS,
Petroleum Research,4,CAS,
PETROLEUM SCIENCE AND TECHNOLOGY,4,CAS,
Petroleum Science,1,CAS,
Petroleum,2,CAS,
PETROLOGY,4,CAS,
Petrophysics,4,CAS,
PFERDEHEILKUNDE,4,CAS,
PFG-Journal of Photogrammetry Remote Sensing and Geoinformation Science,4,CAS,
Pflege,4,CAS,
PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,4,CAS,
PHAGE-Therapy Applications and Research,4,CAS,
Phainomena,4,CAS,
Phares-Revue Philosophique Etudiante de l Universite Laval,4,CAS,
PHARMACEUTICAL BIOLOGY,3,CAS,
Pharmaceutical Care Espana,4,CAS,
PHARMACEUTICAL CHEMISTRY JOURNAL,4,CAS,
PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY,4,CAS,
Pharmaceutical Medicine,4,CAS,
Pharmaceutical Patent Analyst,4,CAS,
PHARMACEUTICAL RESEARCH,3,CAS,
Pharmaceutical Sciences,4,CAS,
PHARMACEUTICAL STATISTICS,4,CAS,
Pharmaceuticals,3,CAS,
Pharmaceutics,3,CAS,
PHARMACIA,4,CAS,
Pharmacoeconomics-Open,4,CAS,
PHARMACOECONOMICS,3,CAS,
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,3,CAS,
Pharmacogenetics and Genomics,4,CAS,
Pharmacogenomics & Personalized Medicine,4,CAS,
PHARMACOGENOMICS JOURNAL,3,CAS,
PHARMACOGENOMICS,4,CAS,
Pharmacognosy Magazine,4,CAS,
Pharmacognosy Research,4,CAS,
Pharmacological Reports,4,CAS,
PHARMACOLOGICAL RESEARCH,2,CAS,
PHARMACOLOGICAL REVIEWS,1,CAS,
PHARMACOLOGY & THERAPEUTICS,1,CAS,
PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,3,CAS,
Pharmacology Research & Perspectives,4,CAS,
PHARMACOLOGY,4,CAS,
PHARMACOPSYCHIATRY,4,CAS,
PHARMACOTHERAPY,3,CAS,
Pharmacy & Pharmacology-Farmatsiya i Farmakologiya,4,CAS,
PHARMACY EDUCATION,4,CAS,
Pharmacy Practice-Granada,4,CAS,
Pharmacy,4,CAS,
PharmaNutrition,4,CAS,
PHARMAZIE,4,CAS,
PHASE TRANSITIONS,4,CAS,
Phenomenology & Practice,4,CAS,
Phenomenology and the Cognitive Sciences,1,CAS,
Phenomics,2,CAS,
PHI DELTA KAPPAN,4,CAS,
PHILIPPINE AGRICULTURAL SCIENTIST,4,CAS,
Philippine Journal of Crop Science,4,CAS,
Philippine Studies-Historical and Ethnographic Viewpoints,3,CAS,
Philippiniana Sacra,4,CAS,
Philobiblon-Transylvanian Journal of Multidisciplinary Research in Humanities,4,CAS,
Philologia Classica,4,CAS,
Philologica Canariensia,4,CAS,
Philologica Jassyensia,4,CAS,
Philological Class,4,CAS,
Philological Encounters,2,CAS,
PHILOLOGICAL QUARTERLY,3,CAS,
Philologus,3,CAS,
Philomusica,4,CAS,
Philosophers Imprint,1,CAS,
Philosophia Africana,4,CAS,
Philosophia Mathematica,1,CAS,
PhiloSOPHIA-A Journal of Continental Feminism,4,CAS,
Philosophia-International Journal of Philosophy,4,CAS,
PHILOSOPHIA,3,CAS,
Philosophical Explorations,2,CAS,
PHILOSOPHICAL FORUM,3,CAS,
Philosophical Inquiries,4,CAS,
PHILOSOPHICAL INVESTIGATIONS,3,CAS,
Philosophical Issues,3,CAS,
PHILOSOPHICAL MAGAZINE LETTERS,4,CAS,
PHILOSOPHICAL MAGAZINE,4,CAS,
Philosophical Papers,3,CAS,
Philosophical Perspectives,1,CAS,
PHILOSOPHICAL PSYCHOLOGY,3,CAS,
PHILOSOPHICAL QUARTERLY,1,CAS,
PHILOSOPHICAL REVIEW,1,CAS,
PHILOSOPHICAL STUDIES,1,CAS,
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,3,CAS,
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1,CAS,
Philosophies,3,CAS,
Philosophiques,4,CAS,
PHILOSOPHISCHE RUNDSCHAU,4,CAS,
PHILOSOPHISCHES JAHRBUCH,3,CAS,
PHILOSOPHY & PUBLIC AFFAIRS,1,CAS,
PHILOSOPHY & SOCIAL CRITICISM,3,CAS,
Philosophy and Cosmology-Filosofiya i Kosmologiya,4,CAS,
PHILOSOPHY AND LITERATURE,4,CAS,
PHILOSOPHY AND PHENOMENOLOGICAL RESEARCH,1,CAS,
PHILOSOPHY AND RHETORIC,4,CAS,
Philosophy and Society-Filozofija i Drustvo,4,CAS,
Philosophy Compass,1,CAS,
PHILOSOPHY EAST & WEST,3,CAS,
Philosophy Ethics and Humanities in Medicine,4,CAS,
Philosophy of Management,4,CAS,
Philosophy of Music Education Review,2,CAS,
Philosophy of Photography,4,CAS,
PHILOSOPHY OF SCIENCE,2,CAS,
PHILOSOPHY OF THE SOCIAL SCIENCES,3,CAS,
Philosophy Psychiatry & Psychology,2,CAS,
PHILOSOPHY TODAY,4,CAS,
PHILOSOPHY,2,CAS,
PHLEBOLOGIE,4,CAS,
PHLEBOLOGY,4,CAS,
Phlebolymphology,4,CAS,
PHOENIX-THE JOURNAL OF THE CLASSICAL ASSOCIATION OF CANADA,4,CAS,
PHONETICA,2,CAS,
Phonology,3,CAS,
PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,4,CAS,
Photoacoustics,1,CAS,
Photobiomodulation Photomedicine and Laser Surgery,4,CAS,
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,3,CAS,
PHOTOCHEMISTRY AND PHOTOBIOLOGY,4,CAS,
PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE,4,CAS,
Photodiagnosis and Photodynamic Therapy,3,CAS,
PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,4,CAS,
PHOTOGRAMMETRIC RECORD,3,CAS,
Photography and Culture,4,CAS,
PHOTONIC NETWORK COMMUNICATIONS,4,CAS,
Photonic Sensors,1,CAS,
Photonics and Nanostructures-Fundamentals and Applications,3,CAS,
Photonics Letters of Poland,4,CAS,
Photonics Research,1,CAS,
Photonics,3,CAS,
PhotoniX,1,CAS,
PHOTOSYNTHESIS RESEARCH,3,CAS,
PHOTOSYNTHETICA,4,CAS,
PHRONESIS-A JOURNAL FOR ANCIENT PHILOSOPHY,2,CAS,
Phronimon,4,CAS,
PHYCOLOGIA,4,CAS,
PHYCOLOGICAL RESEARCH,4,CAS,
PHYLLOMEDUSA,4,CAS,
PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2,CAS,
PHYSICA B-CONDENSED MATTER,3,CAS,
PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS,4,CAS,
PHYSICA D-NONLINEAR PHENOMENA,3,CAS,
PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,3,CAS,
Physica Medica-European Journal of Medical Physics,3,CAS,
PHYSICA SCRIPTA,3,CAS,
PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,4,CAS,
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,4,CAS,
Physica Status Solidi-Rapid Research Letters,4,CAS,
PHYSICAL & OCCUPATIONAL THERAPY IN GERIATRICS,4,CAS,
PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,4,CAS,
Physical Activity Review,4,CAS,
Physical and Chemical Aspects of the Study of Clusters Nanostructures and Nanomaterials,4,CAS,
Physical and Engineering Sciences in Medicine,4,CAS,
PHYSICAL BIOLOGY,4,CAS,
PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3,CAS,
Physical Chemistry Research,4,CAS,
Physical Communication,4,CAS,
Physical Culture and Sport Studies and Research,4,CAS,
Physical Education and Sport Pedagogy,2,CAS,
Physical Education of Students,4,CAS,
Physical Educator-US,4,CAS,
PHYSICAL GEOGRAPHY,4,CAS,
Physical Medicine and Rehabilitation Clinics of North America,4,CAS,
